timestamp_iso,round_ts,round_clock,event,arb_id,contracts,cost_usd,profit_pct_at_event,k_yes_bid,k_yes_ask,p_yes_ask,p_no_ask,entry_arb_id,entry_cost_usd,entry_contracts,delay_seconds,min_contracts,pair_total_cost,pair_guaranteed_payout,pair_pnl_usd,pair_pnl_pct_of_budget
2026-04-26T00:19:28.916,1777173300,04:28,HEDGE_OK,1,7.117,6.9931,1.7697,0.56,0.61,0.66,0.35,2,7.0036,7.2392,246,7.117,13.9967,14.234,0.2372,3.3892
2026-04-26T00:30:22.454,1777174200,00:22,ENTRY,1,9.1819,7.0038,31.1156,0.25,0.26,0.53,0.48,,,,,,,,,
2026-04-26T00:45:00.038,1777174200,15:00,NAKED_AT_CLOSE,1,9.1819,7.0038,31.1156,0.25,0.26,0.53,0.48,,,,,,,,,
2026-04-26T00:45:38.109,1777175100,00:38,ENTRY,1,7.1661,7.0036,2.3221,0.43,0.44,0.5,0.51,,,,,,,,,
2026-04-26T00:53:56.730,1777175100,08:56,HEDGE_OK,2,7.3507,7.1206,3.288,0.39,0.46,0.32,0.69,1,7.0036,7.1661,498,7.1661,14.1241,14.3322,0.2081,2.9726
2026-04-26T01:00:22.225,1777176000,00:22,ENTRY,1,7.8205,7.0034,11.6729,0.28,0.29,0.43,0.58,,,,,,,,,
2026-04-26T01:09:10.385,1777176000,09:10,HEDGE_OK,2,7.3143,7.0357,3.9796,0.87,0.88,0.81,0.2,1,7.0034,7.8205,528,7.3143,14.0391,14.6286,0.5895,8.4212
2026-04-26T01:15:56.987,1777176900,00:56,ENTRY,1,7.1778,7.0034,2.4917,0.51,0.52,0.58,0.43,,,,,,,,,
2026-04-26T01:19:53.117,1777176900,04:53,HEDGE_OK,2,7.4014,6.9938,5.8227,0.5,0.54,0.42,0.59,1,7.0034,7.1778,237,7.1778,13.9972,14.3556,0.3584,5.1199
2026-04-26T01:30:24.969,1777177800,00:24,ENTRY,2,7.1778,7.0369,2.0124,0.48,0.49,0.43,0.58,,,,,,,,,
2026-04-26T01:30:44.735,1777177800,00:44,HEDGE_OK,1,7.1752,6.9929,2.6045,0.24,0.27,0.33,0.68,2,7.0369,7.1778,20,7.1752,14.0298,14.3504,0.3206,4.58
2026-04-26T01:45:37.840,1777178700,00:37,ENTRY,2,7.3215,7.0035,4.5422,0.56,0.57,0.49,0.52,,,,,,,,,
2026-04-26T01:48:43.524,1777178700,03:43,HEDGE_OK,1,7.2905,7.0007,4.14,0.84,0.85,0.91,0.1,2,7.0035,7.3215,186,7.2905,14.0043,14.5811,0.5768,8.24
2026-04-26T02:00:39.799,1777179600,00:39,ENTRY,2,7.2711,7.1287,2.0346,0.39,0.4,0.33,0.68,,,,,,,,,
2026-04-26T02:05:18.477,1777179600,05:18,HEDGE_OK,1,7.1371,7.0017,1.9344,0.18,0.19,0.24,0.77,2,7.1287,7.2711,279,7.1371,14.1304,14.2742,0.1438,2.0543
2026-04-26T02:15:22.347,1777180500,00:22,ENTRY,2,7.741,7.0038,10.5315,0.51,0.52,0.39,0.62,,,,,,,,,
2026-04-26T02:30:00.109,1777180500,15:00,NAKED_AT_CLOSE,2,7.741,7.0038,10.5315,0.51,0.52,0.39,0.62,,,,,,,,,
2026-04-26T02:30:22.213,1777181400,00:22,ENTRY,2,7.1752,6.9929,2.6045,0.73,0.74,0.68,0.33,,,,,,,,,
2026-04-26T02:36:14.479,1777181400,06:14,HEDGE_OK,1,7.261,7.0025,3.6929,0.22,0.25,0.32,0.69,2,6.9929,7.1752,352,7.1752,13.9954,14.3504,0.355,5.0718
2026-04-26T02:48:07.522,1777182300,03:07,ENTRY,2,7.2402,6.9939,3.5194,0.51,0.52,0.45,0.56,,,,,,,,,
2026-04-26T02:50:50.701,1777182300,05:50,HEDGE_OK,1,7.237,7.1308,1.5168,0.38,0.39,0.46,0.55,2,6.9939,7.2402,163,7.237,14.1247,14.4739,0.3492,4.9892
2026-04-26T03:03:02.701,1777183200,03:02,ENTRY,2,7.1658,6.9933,2.4646,0.68,0.71,0.63,0.38,,,,,,,,,
2026-04-26T03:10:53.320,1777183200,10:53,HEDGE_OK,1,7.3702,7.0025,5.2525,0.62,0.66,0.74,0.27,2,6.9933,7.1658,471,7.1658,13.9958,14.3316,0.3358,4.7978
2026-04-26T03:18:22.507,1777184100,03:22,ENTRY,2,7.1573,6.992,2.3615,0.27,0.28,0.23,0.76,,,,,,,,,
2026-04-26T03:21:31.096,1777184100,06:31,HEDGE_OK,1,7.182,7.0526,1.8488,0.1,0.11,0.16,0.85,2,6.992,7.1573,189,7.1573,14.0446,14.3147,0.2701,3.858
2026-04-26T03:30:47.324,1777185000,00:47,ENTRY,1,7.1794,7.0033,2.5155,0.52,0.53,0.59,0.42,,,,,,,,,
2026-04-26T03:37:46.714,1777185000,07:46,HEDGE_OK,2,7.3191,6.9939,4.6457,0.51,0.52,0.44,0.57,1,7.0033,7.1794,419,7.1794,13.9972,14.3588,0.3616,5.1662
2026-04-26T03:46:50.678,1777185900,01:50,ENTRY,2,7.1862,7.0251,2.3018,0.43,0.44,0.38,0.63,,,,,,,,,
2026-04-26T03:47:50.496,1777185900,02:50,HEDGE_OK,1,7.1249,7.0117,1.6178,0.2,0.21,0.26,0.75,2,7.0251,7.1862,60,7.1249,14.0367,14.2498,0.2131,3.044
2026-04-26T04:01:41.423,1777186800,01:41,ENTRY,2,7.1674,7.0035,2.3409,0.55,0.57,0.5,0.51,,,,,,,,,
2026-04-26T04:06:09.836,1777186800,06:09,HEDGE_OK,1,7.1135,7.0032,1.5767,0.58,0.59,0.64,0.37,2,7.0035,7.1674,268,7.1135,14.0067,14.2271,0.2204,3.1481
2026-04-26T04:17:28.212,1777187700,02:28,ENTRY,1,7.1879,7.0451,2.0412,0.57,0.58,0.64,0.37,,,,,,,,,
2026-04-26T04:19:40.626,1777187700,04:40,HEDGE_OK,2,7.1118,7.0042,1.5373,0.42,0.43,0.38,0.63,1,7.0451,7.1879,132,7.1118,14.0493,14.2237,0.1744,2.4912
2026-04-26T04:30:45.242,1777188600,00:45,ENTRY,2,7.1845,7.0032,2.589,0.44,0.45,0.39,0.62,,,,,,,,,
2026-04-26T04:39:03.637,1777188600,09:03,HEDGE_OK,1,7.2412,7.1305,1.581,0.25,0.31,0.38,0.63,2,7.0032,7.1845,498,7.1845,14.1338,14.369,0.2352,3.3594
2026-04-26T04:46:24.787,1777189500,01:24,ENTRY,1,7.1794,7.0251,2.2041,0.37,0.53,0.59,0.42,,,,,,,,,
2026-04-26T04:51:25.699,1777189500,06:25,HEDGE_OK,2,7.1861,7.0165,2.4229,0.76,0.78,0.71,0.3,1,7.0251,7.1794,301,7.1794,14.0417,14.3588,0.3172,4.531
2026-04-26T05:00:37.414,1777190400,00:37,ENTRY,2,7.1915,7.0031,2.6906,0.4,0.42,0.35,0.66,,,,,,,,,
2026-04-26T05:08:14.694,1777190400,08:14,HEDGE_OK,1,7.1673,7.0033,2.3437,0.31,0.35,0.41,0.6,2,7.0031,7.1915,457,7.1673,14.0064,14.3347,0.3283,4.6895
2026-04-26T05:16:52.306,1777191300,01:52,ENTRY,1,7.1596,6.9937,2.3709,0.36,0.38,0.44,0.57,,,,,,,,,
2026-04-26T05:17:18.245,1777191300,02:18,HEDGE_OK,2,7.1304,7.024,1.5208,0.37,0.41,0.33,0.68,1,6.9937,7.1596,26,7.1304,14.0176,14.2608,0.2432,3.474
2026-04-26T05:30:32.179,1777192200,00:32,ENTRY,2,7.1897,7.0032,2.665,0.41,0.42,0.36,0.65,,,,,,,,,
2026-04-26T05:41:28.361,1777192200,11:28,HEDGE_OK,1,7.1629,7.0313,1.8794,0.89,0.9,0.94,0.07,2,7.0032,7.1897,656,7.1629,14.0345,14.3258,0.2913,4.1616
2026-04-26T05:47:06.765,1777193100,02:06,ENTRY,2,7.1828,7.0033,2.5642,0.45,0.47,0.4,0.61,,,,,,,,,
2026-04-26T05:55:59.660,1777193100,10:59,HEDGE_OK,1,7.2416,7.0036,3.4007,0.39,0.43,0.5,0.51,2,7.0033,7.1828,533,7.1828,14.0069,14.3655,0.3587,5.1239
2026-04-26T06:01:57.061,1777194000,01:57,ENTRY,1,7.1673,7.0033,2.3437,0.34,0.35,0.41,0.6,,,,,,,,,
2026-04-26T06:15:00.007,1777194000,15:00,NAKED_AT_CLOSE,1,7.1673,7.0033,2.3437,0.34,0.35,0.41,0.6,,,,,,,,,
2026-04-26T06:16:00.572,1777194900,01:00,ENTRY,1,7.1778,7.0034,2.4917,0.46,0.52,0.58,0.43,,,,,,,,,
2026-04-26T06:20:11.763,1777194900,05:11,HEDGE_OK,2,7.1085,7.0033,1.5029,0.44,0.47,0.4,0.61,1,7.0034,7.1778,251,7.1085,14.0066,14.2169,0.2103,3.0045
2026-04-26T06:33:02.128,1777195800,03:02,ENTRY,1,7.2244,7.0014,3.1864,0.15,0.16,0.22,0.79,,,,,,,,,
2026-04-26T06:33:11.411,1777195800,03:11,HEDGE_OK,2,7.1097,7.0013,1.5474,0.22,0.27,0.19,0.82,1,7.0014,7.2244,9,7.1097,14.0027,14.2193,0.2166,3.0944
2026-04-26T06:45:51.313,1777196700,00:51,ENTRY,1,7.1606,6.9937,2.3841,0.29,0.39,0.45,0.56,,,,,,,,,
2026-04-26T06:51:22.577,1777196700,06:22,HEDGE_OK,2,7.2435,7.1187,1.7825,0.49,0.5,0.43,0.58,1,6.9937,7.1606,331,7.1606,14.1124,14.3211,0.2088,2.9822
2026-04-26T07:00:38.039,1777197600,00:38,ENTRY,1,7.3277,7.0737,3.6286,0.26,0.27,0.35,0.66,,,,,,,,,
2026-04-26T07:06:07.767,1777197600,06:07,HEDGE_OK,2,7.1705,7.0017,2.4119,0.25,0.31,0.21,0.81,1,7.0737,7.3277,329,7.1705,14.0754,14.341,0.2656,3.7946
2026-04-26T07:15:22.311,1777198500,00:22,ENTRY,2,7.1702,7.0035,2.3808,0.53,0.54,0.48,0.53,,,,,,,,,
2026-04-26T07:18:06.041,1777198500,03:06,HEDGE_OK,1,7.1606,6.9937,2.3841,0.38,0.39,0.45,0.56,2,7.0035,7.1702,164,7.1606,13.9972,14.3211,0.3239,4.6278
2026-04-26T07:31:07.416,1777199400,01:07,ENTRY,1,7.1588,6.9937,2.3588,0.35,0.37,0.43,0.58,,,,,,,,,
2026-04-26T07:32:35.995,1777199400,02:35,HEDGE_OK,2,7.1794,7.0451,1.9184,0.47,0.48,0.42,0.59,1,6.9937,7.1588,88,7.1588,14.0388,14.3176,0.2788,3.9829
2026-04-26T07:45:37.616,1777200300,00:37,ENTRY,1,8.0074,7.0042,14.3328,0.48,0.49,0.65,0.36,,,,,,,,,
2026-04-26T08:00:00.010,1777200300,15:00,NAKED_AT_CLOSE,1,8.0074,7.0042,14.3328,0.48,0.49,0.65,0.36,,,,,,,,,
2026-04-26T08:00:50.371,1777201200,00:50,ENTRY,2,7.1861,7.0025,2.6238,0.76,0.81,0.71,0.3,,,,,,,,,
2026-04-26T08:15:00.002,1777201200,15:00,NAKED_AT_CLOSE,2,7.1861,7.0025,2.6238,0.76,0.81,0.71,0.3,,,,,,,,,
2026-04-26T08:16:52.003,1777202100,01:52,ENTRY,1,7.2435,7.0881,2.2186,0.32,0.35,0.42,0.59,,,,,,,,,
2026-04-26T08:24:07.384,1777202100,09:07,HEDGE_OK,2,7.251,7.0879,2.3294,0.7,0.73,0.64,0.37,1,7.0881,7.2435,435,7.2435,14.1761,14.4869,0.3108,4.4406
2026-04-26T08:30:22.623,1777203000,00:22,ENTRY,2,7.5575,7.004,7.9083,0.56,0.57,0.46,0.55,,,,,,,,,
2026-04-26T08:45:00.008,1777203000,15:00,NAKED_AT_CLOSE,2,7.5575,7.004,7.9083,0.56,0.57,0.46,0.55,,,,,,,,,
